bedrooms,building_size_m2,bathrooms,carports,price_in_rp,floor_count,url,building_age,city,certificate,electricity_power,land_size_m2,property_condition,district,location,description,title
3,150 m²,2,2,Rp 140 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-selatan/hor18674302/,,Jakarta Selatan,SHM,5500 Watt,156 m²,Bagus,Pasar Minggu,"Pasar Minggu, Jakarta Selatan","DISEWAKAN TERMURAH
SIAPA CEPAT DIA DAPAT
RUMAH SIAP HUNI LOKASI STRATEGIS DI PEJATEN BARAT, PASAR MINGGU, JAKARTA SELATAN.
BEBAS BANJIR, LOKASINYA STRATEGIS DI PINGGIR JALAN, AKSES JALAN 2 MOBIL
COCOK UNTUK HUNIAN, KANTOR DAN USAHA. LINGKUNGANNYA AMAN, TENANG DAN NYAMAN
DEKAT DENGAN BERBAGAI FASILITAS UMUM
HANYA 100 METER KE AREA RUANG TERBUKA HIJAU (TAMAN PEJATIAN), ADA LAPANGAN BASKET DAN TAMAN BERMAIN.
HANYA 5 MENIT KE STASIUN PASAR MINGGU, THE PARK PEJATEN, TOLL JORR SIMATUPANG, DAN KEMANG
SPESIFIKASI:
- Luas Tanah : 156 m2
- Luas Bangunan : 150 m2
- Bangunan : 2 Lantai
- Kamar Tidur : 3 + 1
- Kamar Mandi : 2 + 1
- Ruang Tamu, Ruang Keluarga, Dapur, Taman depan dan Taman belakang
- Carport 2 mobil
- Parkir motor bisa 8 motor
- Listrik 5.500 watt
- Unfurnish/kosongan
HARGA SEWA : 140 juta/tahun Nego",DISEWAKAN TERMURAH RUMAH STRATEGIS DI PEJATEN BARAT JAKARTA SELATAN
5,700 m²,5,,"Rp 36,4 Juta per bulan",,https://www.rumah123.com/properti/jakarta-selatan/hor2110214/,,Jakarta Selatan,Lainnya,Lainnya,1300 m²,,Kemang,"Kemang, Jakarta Selatan","Located in a very quiet safe neighborhood, has many access to/ from Kemang, Kuningan, Sudirman , close to AIS & NIS , well maintenance house, a good value to rent, 5 Bedroom,  Big garden, swimming pool. Minimum Rent 1 years with $ 2700 per month.

Please Call me

Thanks",Nice town House with huge backyard in Kemang Timur
5,500 m²,4,2,Rp 576 Juta per tahun,1,https://www.rumah123.com/properti/jakarta-selatan/hor19033725/,,Jakarta Selatan,SHM,23000 Watt,800 m²,Bagus,Kemang,"Kemang, Jakarta Selatan","Luas tanah 800m2
Luas bangunan +/- 500m2
Kamar tidur 5
Kamar mandi 3
Kamar tidur ART 1
Ruang keluarga 2 
Dapur 2 (bersih dan kotor)
Listrik 23.000 VA
Taman
Kolam renang 
Garasi 2 mobil
Carport 2 mobil
Hadap Timur
Harga sewa USD 3.000 per bulan 
Compound fee Rp 3.000.000 per bulan",Disewakan Rumah Compound Terawat Area Kemang
2,58 m²,1,,Rp 46 Juta/tahun,1,https://www.rumah123.com/properti/malang/hor38958433/,,Malang,SHM,1300 Watt,108 m²,,Soekarno Hatta,"Soekarno Hatta, Malang","Rumah For Rent Malang Disewakan Rumah include Furnish 

* Kondisi Terawat & Siap Huni
* Dekat Universitas Brawijaya, UIN dll
* Dekat Pertokoan, Perbankan, Kuliner
* Security 24 Jam","Rumah Furnish dekat UB, UIN di Permata Jingga, Suhat Malang"
2,55 m²,1,1,Rp 26 Juta/tahun,1,https://www.rumah123.com/properti/karanganyar/hor39084854/,,Karanganyar,SHM,1300 Watt,98 m²,Bagus,Colomadu,"Colomadu, Karanganyar","Kode MA : NS 

Type Listing : SEWA
Type Property : Rumah Bersih di Perumahan dekat Alana hotel
Lokasi : Blulukan Colomadu Karanganyar

Spesifikasi :
Luas Tanah : ± 98 m²
Luas Bangunan : ± 55 m²
Lebar Depan : ± 7 m
Kamar tidur : 2 + 1
Kamar mandi : 1
Air : Sumur 
Listrik : 1300 watt
Carport : 1 mobil
Ruang Yang Tersedia : R keluarga, Dapur, R jemur
Sertifikat : SHM
SHM : Ada 
Th Bangunan : Renov th 2017
Hadap : Timur 
Akses jalan : simpangan mobil 


Keterangan tambahan :
- 3 menit ke Hotel Alana
- 10 menit ke kampus UMS
- 8 menit ke Tol Klodran

Harga Rp 26 juta nego tipis",Rumah Murah Bersih Terawat Cluster Dekat Kampus Ums Dan Hotel Alana
3,170 m²,3,,Rp 110 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-utara/hor39043691/,,Jakarta Utara,SHM,Lainnya,212 m²,Sudah Renovasi,Sunter,"Sunter, Jakarta Utara",,Rumah Di Sunter Di Paradise
,150 m²,,,Rp 85 Juta/tahun,1,https://www.rumah123.com/properti/surabaya/hor39171476/,,Surabaya,SHM,Lainnya,288 m²,Renovasi Total,Dukuh Pakis,"Dukuh Pakis, Surabaya","Disewakan Cepatt
Rumah/Lahan Usaha
*Simpang Darmo Permai Selatan (SDPS)*
Surabaya Barat

Spesifikasi:
LT: 288 m² (24/24x35)
LB: ada bangunan
Bangunan 1 lantai
Listrik: 2200 watt
Row jalan: 3 mobil
Legalitas: SHM
Cocok buat usaha Resto, Supermarket, Cafe, Kantor dll

*HARGA :85 jt/thn Nego*
(min sewa 2 thn)

*HUB: GINO FANG*
Ray White Royal Residence
*",Disewakan Rumah/ Lahan Usaha Simpang Darmo Permi Selatan Surabaya Barat
2,50 m²,2,1,Rp 30 Juta/tahun,1,https://www.rumah123.com/properti/malang/hor39205668/,,Malang,SHM,1300 Watt,70 m²,Bagus,Tidar,"Tidar, Malang","Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Tidar, Malang.

Rumah ini menawarkan kelengkapan fasilitas serta memiliki jumlah lantai 1 yang siap untuk segera Anda miliki, utamanya bagi Anda yang mencari hunian di lokasi yang dekat dengan fasilitas umum.

Kondisi properti ini bagus dan memiliki desain modern yang menambah daya tarik dan estetika properti ini. Rumah ini berada di area perumahan/komplek.

Detail Properti ini adalah:

  - Kamar Tidur: 2
  - Kamar Mandi: 2
  - Sertifikat: SHM - Sertifikat Hak Milik
  - Daya Listrik: 1300 watt
  - Arah Bangunan: Menghadap Barat
  - Kondisi Perabotan: Semi Furnished

Tersedia berbagai fasilitas lengkap, seperti:

  - Wastafel.
  - Keamanan 24 jam.
  - Akses Parkir.
  - Tempat Laundry.
  - Tempat Jemuran.
  - Tempat Jemuran.

Tidak hanya itu, namun properti ini juga memiliki keunggulan sebagai berikut:

  - Bebas Banjir.
  - Siap Huni.
  - Dekat Universitas.
  - Lokasi di Pusat Kota.
  - Dekat Kawasan Bisnis & Industri.
  - Adem & Sejuk.
  - Lingkungan Tenang dan Damai.
  - Pemandangan Gunung.
  - Pemandangan Alam.
  - Aset Kepemilikan Pribadi (Tangan Pertama).
  - Properti Bisa Nego.
  - Akses Jalan Muat 2 Mobil.
  - Lokasi Bebas Banjir.

Lokasi Strategis terletak di Tidar, properti ini memudahkan akses Anda ke fasilitas-fasilitas utama dan unggulan.

Harga yang sangat kompetitif yaitu, Rp. 30.000.000/Tahun, rumah ini siap menjadi milik Anda!

Nikmati segala kemudahan dan berbagai keunggulan menarik saat properti asri ini milik Anda.",Rumah Sewa Tidar Siap Huni Dekat Sekolah Internasional
2,70 m²,1,1,Rp 37 Juta/tahun,1,https://www.rumah123.com/properti/surabaya/hor39279023/,,Surabaya,SHM,2200 Watt,90 m²,Sudah Renovasi,Mulyorejo,"Mulyorejo, Surabaya","Disewakan Rumah S.Huni Taman Mutiara Pakuwon City
LT 90 m2 (6x15)
LB 70 m2 (1 lantai)
SHM
KT 2+1
KM 1+1
harga 37jt/th nego","Disewakan Rumah Di Taman Mutiara Pakuwon City, Mulyorejo Surabaya"
4,135 m²,3,1,Rp 125 Juta/tahun,2,https://www.rumah123.com/properti/semarang/hor39228424/,,Semarang,SHM,Lainnya,144 m²,Bagus,Semarang Tengah,"Semarang Tengah, Semarang","Disewakan Rumah Lokasi Bagus (semi Furnished) Graha Padma

LT: 144
LB: 134
KT: 4
KM: 3
listrik: 4400w
Air: PAM (tandon atas bawah)
Hadap: Selatan
SHM
PAM
4 AC
Double Carport
Kitchenset
Waterheater

Harga
124 JT/th",Disewakan Rumah Lokasi Bagus (semi Furnished) Graha Padma
4,500 m²,5,1,Rp 270 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-utara/hor39003543/,,Jakarta Utara,HGB,4400 Watt,300 m²,Bagus,Pantai Indah Kapuk 2,"Pantai Indah Kapuk 2, Jakarta Utara","WTL/DISEWAKAN!
Rumah PIK 2 - Jarang Ada
Ukuran 10x30 m2
4+1 KT
5+1 KM
2 lantai
Brand New
Standard Developer
Hadap Barat Laut

Harga Sewa : Rp. 270 jt/thn (Nego)

WNA WELCOME

Untuk setiap cluster PBV :
- Cluster paling depan di PIK 2
- ⁠Kompleks Perumahan Elite
- ⁠Ada ClubHouse (Kolam Renang dan Gym)

Jika Bapak/Ibu ada pertanyaan atau mau survey lokasi, silakan hubungi saya, Theresia Lie. Terima Kasih.","Disewakan Rumah Pantai Bukit Villa Pik 2 Jarang Ada 10x30 M2, Kamar Tidur 4+1, Kamar Mandi 5+1, Hanya 270 Jt Per Tahun"
2,160 m²,3,,Rp 150 Juta per tahun,2,https://www.rumah123.com/properti/jakarta-selatan/hor4059686/,,Jakarta Selatan,SHM,3500 Watt,180 m²,,Lebak Bulus,"Lebak Bulus, Jakarta Selatan",Rumah 2 lantai fully furnished,Rimah cantik siap huni dlm cluster
3,84 m²,2,1,Rp 60 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-utara/hor38895103/,,Jakarta Utara,Hak Pakai,Lainnya,67 m²,Bagus,Kelapa Gading,"Kelapa Gading, Jakarta Utara","Murah !! Disewakan !! Rumah Standart Luas 84 Siap Huni di Sunter Karya Selatan , Bisa Nego , Bisa dibantu KPR sampai goalll

LT: 67 m2
LB: 84 m2
2 lantai
KT 3
KM 2
PAM
Standart
Siap Huni
Carpot 1
Jalan 2 Mobil Pas
SHM
Hadap Barat","Murah !! Disewakan !! Rumah Standart Luas 84 Siap Huni di Sunter Karya Selatan , Bisa Nego"
4,257 m²,3,2,Rp 180 Juta per tahun,2,https://www.rumah123.com/properti/jakarta-utara/hor18222844/,,Jakarta Utara,HGB,5500 Watt,210 m²,Sudah Renovasi,Kelapa Gading,"Kelapa Gading, Jakarta Utara","https://youtu.be/tCYWNpu9ZCA?si=YZhqvHHjgvQtqN8y

Rumah Gading Orchard Cluster Kelapa Gading, Fasilitas Kolam Renang 
Uk 10x21/Lt 210/Lb 257m²
2 Lantai
4+1 Kamar Tidur 
3+1 Kamar Mandi
Semi Furnished 
Sertifikat SHM
Harga Jual : 7,5 Milyar
Harga Sewa : 180 Juta/Th

Contact : Stephanie Liem
Hp/WA : 0817782xxx

TERIMA TITIP JUAL & SEWA PROPERTY",Rumah Gading Orchard Fasilitas Kolam Renang Hub 0817782xxx
3,350 m²,3,,Rp 475 Juta per tahun,3,https://www.rumah123.com/properti/jakarta-utara/hor19115774/,,Jakarta Utara,HGB,4400 Watt,200 m²,Bagus,Pantai Indah Kapuk,"Pantai Indah Kapuk, Jakarta Utara","Disewakan cepat

Rumah Golf Island 
Pantai Indah Kapuk
Luas 10x20
3 lantai
4+1 kamar tidur 
Ada swimming pool
Full furnish interior 
Rapi dan bagus banget

For info
Lili Lie MR Realty
087886307xxx",Rumah Golf Island Pik Chopin 10x20 3lt Ada Pool Furnish Mewah
4,320 m²,3,2,Rp 130 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-utara/hor13082208/,,Jakarta Utara,SHM,Lainnya,200 m²,,Muara Karang,"Muara Karang, Jakarta Utara","DISEWAKAN
Rumah Muara Karang 

Uk 10x20
2 lantai
KT 4+1 | KM 3+1
hadap utara
masuk 2-3 mobil

Harga 130 jt/thn nego (min. 2 thn)

Mico Zhang
085780807xxx","Rumah Siap Huni Muara Karang 10x20, Lp23958mar"
4,700 m²,7,3,Rp 69 Juta/bulan,3,https://www.rumah123.com/properti/jakarta-selatan/hor39401362/,,Jakarta Selatan,SHM,13300 Watt,430 m²,Bagus,Kemang,"Kemang, Jakarta Selatan","FOR RENT – Modern Tropical Luxury Home with Private Lift in Prime Kemang, South Jakarta

Experience the ultimate comfort and convenience in this fully furnished modern tropical residence, perfectly located in one of South Jakarta’s most sought-after expat-friendly neighborhoods — Kemang.

This beautifully designed home offers the ideal blend of space, style, and functionality for professionals, diplomats, and international families seeking long-term luxury living in Jakarta.


---

Property Details:

Land / Building Size: 430 / 700 sqm

Bedrooms: 4 spacious en-suite bedrooms

Bathrooms: 7

Maid’s Quarters: 3 maid bedrooms + 1 maid bathroom

Living Rooms: 2 (Ground & 2nd Floor)

Storage Room & Service Area

Private Rooftop Terrace

Private Elevator (Lift) for effortless access between floors



---

Home Features:

Fully Furnished – Move-in ready with high-quality furnishings

Located in a secure private compound with One Gate System

Large front garden & backyard terrace

Private Swimming Pool

Entertainment Room & Family Lounge

Home Office / Library

Dry & Wet Kitchen – Ideal for daily use and entertaining

Solahart Water Heater – Eco-friendly and energy efficient

LED Lighting throughout

High-speed Internet & Cable TV ready

24/7 CCTV and security



---

Location Advantage:

Strategically situated in the heart of Kemang, within minutes to international schools (NZIS, JIS, AIS), fine dining, premium supermarkets, lifestyle centers, and easy access to business districts like SCBD and TB Simatupang.

Kemang is renowned for its vibrant international community, cultural charm, and green surroundings — making it the top choice for expats in Jakarta.


---

Rental Price:",Luxury Tropical House Kemang 4 With Private Lift & Pool For Rent.
4,360 m²,3,2,Rp 125 Juta/tahun,2,https://www.rumah123.com/properti/tangerang/hor39342617/,,Tangerang,SHM,6600 Watt,170 m²,Bagus,Alam Sutera,"Alam Sutera, Tangerang","Modern Minimalis Rapi

Lt	. 170
Lb. 360  
Kt.  4 + 1
Km.3 + 1
Listrik	6600 watt
Hdp 	Selatan
Kondisi		: semi furnished (1 set meja makan, lemari pakaian, 3 kamar ada tpt tidur)
AC			: 7
Ada canopi utk 2 mobil, kitchen set, dan gorden

Harga	       :Rp 125 jt/thn
Deposit 25jt

Eddy Lim",Rumah Alam Sutera Semi Furnished Minimalis Modern
3,83 m²,2,1,Rp 35 Juta/tahun,1,https://www.rumah123.com/properti/surabaya/hor39383021/,,Surabaya,SHM,Lainnya,80 m²,Bagus,Gununganyar,"Gununganyar, Surabaya","Sewa rumah baru gunung anyar Surabaya
lokasi hunian tenang aman nyaman
silahkan di survey.
dekat OERR dekat MERR",Disewakan Rumah Baru 2lt Kmr Tdr 3 Kmr Mnd 2 Gunung Anyar Surabaya
3,250 m²,2,2,Rp 330 Juta/tahun,1,https://www.rumah123.com/properti/jakarta-selatan/hor39178794/,,Jakarta Selatan,SHM,10600 Watt,300 m²,Bagus,Kemang,"Kemang, Jakarta Selatan","Disewakan rumah baru cantik di kemang

Luas tanah 300 meter
Luas bangunan 250 meter
Kamar tidur 3
Kamar mandi 2
Pool
Taman

Harga Rp.330juta/ thn nego",DISEWAKAN RUMAH CANTIK BARU RENOVASI HARGA 330 JUTA LOKASI STRATEGIS DEKAT AMPERA JERUK PURUT PEJATEN BARAT DAN CIPETE AREA KEMANG JAKARTA SELATAN
8,500 m²,5,4,Rp 400 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-selatan/hor39244056/,,Jakarta Selatan,SHM,7700 Watt,350 m²,Bagus,Kebayoran Baru,"Kebayoran Baru, Jakarta Selatan","Kesempatan terbatas buat Anda dapatkan rumah strategis dengan return investasi tinggi di Kebayoran Baru, Jakarta Selatan.

Rumah ini menawarkan lokasi yang strategis serta memiliki nilai tepat yang siap untuk segera Anda miliki, utamanya bagi Anda yang mencari hunian di lokasi yang terjangkau.

Kondisi properti ini bagus dan memiliki desain indah yang menambah daya tarik dan estetika properti ini. Rumah ini berada di area yang mudah dijangkau.

Detail Properti ini adalah:

  - Kamar Tidur: 8
  - Kamar Mandi: 5
  - Sertifikat: SHM - Sertifikat Hak Milik
  - Daya Listrik: 7700 watt
  - Arah Bangunan: Menghadap Timur
  - Kondisi Perabotan: Semi Furnished

Tersedia berbagai fasilitas lengkap, seperti:

  - Wastafel.
  - Kulkas.
  - Kitchen Set.
  - Tempat Laundry.
  - Masjid.
  - Akses Parkir.
  - Taman.
  - Tempat Jemuran.
  - Jalur Telepon.

Tidak hanya itu, namun properti ini juga memiliki keunggulan sebagai berikut:

  - Lokasi dipusat kota.
  - Cocok Untuk Investasi.
  - Akses Jalan Muat 2 Mobil.

Bisa Di Sewa atas / Bawah
Untuk Sewa lantai Bawah Rp.300.000.xxx / Tahun
Untuk Sewa Lantai 2 Rp. 175.000.xxx/Tahun

Lokasi Strategis terletak di Kebayoran Baru, properti ini memudahkan akses Anda ke fasilitas-fasilitas utama dan unggulan.

Harga yang sangat kompetitif yaitu, Rp. 400Jt, rumah ini siap menjadi milik Anda!

Nikmati segala kemudahan dan berbagai keunggulan menarik saat properti asri ini milik Anda.",Rumah untuk Kantor Jl Sungai Sambas.Kebayoran Baru.Jak Sel
6,250 m²,3,,Rp 175 Juta/tahun,1,https://www.rumah123.com/properti/tangerang-selatan/hor39453147/,,Tangerang Selatan,SHM,3500 Watt,396 m²,,Ciputat Timur,"Ciputat Timur, Tangerang Selatan","Rumah Disewa Tangerang Selatan Disewakan Rumah Luas & Strategis – Komplek Ex BPKP, Ciputat Timur (Dekat MRT Lebak Bulus)

 Cocok untuk Kantor, Start-Up, atau Usaha Online!

 Spesifikasi:

Luas Tanah: 396 m²

Luas Bangunan: 280 m²

Terdiri dari 2 bangunan

Total Kamar Tidur: 6

Kamar Mandi: 3

 Fasilitas:

AC

Carport

Garasi

Taman (Garden)

Water Heater

 Legalitas:

SHM (Sertifikat Hak Milik) – Aman & Lengkap

 Alamat:
Komplek Ex BPKP, Jl. Ir. Haji Juanda, Rempoa, Ciputat Timur
(Hanya ±300 meter dari MRT Lebak Bulus!)

 Keunggulan:

Baru selesai renovasi – siap pakai

Bisa parkir mobil & motor dalam jumlah banyak

Dilengkapi bangunan terpisah (cocok untuk staf/pengurus kantor)

Lingkungan aman, asri, dan tenang

Akses mudah ke pusat bisnis Jakarta Selatan

 Disewakan per tahun

 Tertarik? Segera hubungi untuk jadwal survei!","Disewakan Rumah di Komplek ex BPKP, Ciputat Timur (Dekat MRT Lebak Bulus) Tangerang Selatan"
4,200 m²,3,2,Rp 290 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-selatan/hor38954912/,,Jakarta Selatan,SHM,Lainnya,120 m²,Bagus,Cilandak,"Cilandak, Jakarta Selatan","RUMAH SEWA									
Code	:	000408-DR-JAN25							
Properti	:	Rumah Tinggal							
Lokasi	 	cilandak, jakarta selatan							
									
Luas Tanah	:	120 m2							
Luas Bangunan	:	200 m2							
Hadap	:	Timur							
Sertifikat	:	SHM+IMB 					 		
Spesifikasi	:	3 lantai, 3+1 kamar, 3 Toilet,							
		Dapur, Carport 2 mobil, Semi Furnished, Taman Depan							
Fasilitas 	:	Listrik 5.500 W, Air Sumur, 							
Keterangan 	:	Perumahan, jakarta selatan							
		Cocok untuk kantor, area nyaman, aman tenang							
		dekat RS Fatmawati							
		dekat cilandak town square							
									
Harga Sewa	:	Rp.290 jt/ Tahun",disewakan rumah cilandak jakarta selatan dekat RS Fatmawati
3,84 m²,2,1,Rp 58 Juta/tahun,2,https://www.rumah123.com/properti/tangerang/hor39412534/,,Tangerang,PPJB,Lainnya,119 m²,Bagus,Gading Serpong,"Gading Serpong, Tangerang","LT 119m² (7x17)
LB 84m²
KT 3+1
KM 2+1
Air PDAM
Listrik 2200kwh

Harga sewa 58 jt/thn",Rumah Siap Huni Di Lavender Gading Serpong
3,200 m²,2,5,Rp 190 Juta/tahun,1,https://www.rumah123.com/properti/jakarta-selatan/hor38892334/,,Jakarta Selatan,SHM,4400 Watt,300 m²,Bagus,Cipete,"Cipete, Jakarta Selatan","Rumah  bisa utk tempat tinggal, kantor maupun tempat usaha. Lokasi rumah strategis, dekat ke MRT Cipete dan H. Nawi, dekat ke Lotte Mart Fatmawati, dekat ke Sekolah Perancis, Jis, SD SMP Al ikhlas, SMP 68, SD SMP Yapenka, dekat ke mall pdk indah, blok M",Rumah Dekat Ke Mrt Cipete Jkt Sel
2,32 m²,2,1,Rp 36 Juta/tahun,2,https://www.rumah123.com/properti/tangerang/hor39412625/,,Tangerang,PPJB,Lainnya,40 m²,Bagus,Gading Serpong,"Gading Serpong, Tangerang","Amarillo Village

LT: 4x8
LB: 32
KT: 2
KM: 2
Listrik  2200VA
2 Lantai
1 Carport
Hadap: Utara

Full furnished :
1 bed 2 in 1
3 Ac
1 set sofa
1 set meja kursi makan
Kitchen set
36 jt/thn
3jt deposit",Rumah Semi Furnish Siap Huni Di Amarillo Village Gading Serpong
4,800 m²,4,,Rp 42 Juta/bulan,,https://www.rumah123.com/properti/jakarta-selatan/hor2114841/,,Jakarta Selatan,Lainnya,Lainnya,700 m²,,Kemang,"Kemang, Jakarta Selatan","Cozy, Homey in Quite house. Size of the land is 700 sqm, building 800 sqm, with 5 bedrooms, 4 bathrooms, 2 Maid rooms, swimming pool, and minimum rent 2 years with $ 3500 per month, well maintenance house, a good value to rent. 

please call me for viewing this property or other alternative well maintenance house, a good value to rent...

Thanks","Cozy, Homey in Quite house at Kemang"
4,311 m²,4,2,Rp 600 Juta/tahun,3,https://www.rumah123.com/properti/jakarta-selatan/hor39134300/,,Jakarta Selatan,SHM,Lainnya,312 m²,Bagus,Cilandak,"Cilandak, Jakarta Selatan","•> CILANDAK DUA RESIDENCE
     jl BDN 2 NO.52 KAV.A
•> RENT for HOME
• LT : 312 m2
•LB : 311 m2
• KT :  3 + 1  KM : 3 + 1
• Listrik : 12.000 ( Pra bayar )
• Hadap : Selatan
• 4 Unit AC 
•FULLY FURNISHED
•Private Swimming Pool : Yes
• Dapur kering basah : Yes
• Taman Depan : Yes
• Teras Belakang : Yes
• Area Indoor Luas : Yes
• Gudang : Yes
• Garasi : 2 + 2 Carport 
• *_Harga : IDR 600JT/ thn Nego_

✅Kelebihan : 
* 5 menit ke Cilandak Town Square 
* 5 menit ke Pintu toll JORR
* 5 menit  ke Jl. TB Simatupang 
* 5  menit ke Pondok Indah
* 15 menit ke jl. Sudirman",Sewa Rumah Cilandak Cipete Mewah@swimming Pool Rumah
2,142 m²,2,1,"Rp 2,85 Miliar/tahun",2,https://www.rumah123.com/properti/badung/hor18457425/,,Badung,SHM,4400 Watt,200 m²,Bagus,Nusa Dua,"Nusa Dua, Badung","Price for Remaining Lease Ends 2036

Private Villa

Building Date : 2017

1St Level
Cozy Room With Round Shape Bed Size 1,6 M
Open Ensuite Bathroom
Living Room
Kitchen

2Nd Level
Cozy Room With Round Shape Bed Size 1,6 M 
Open Ensuite Bathroom
Fitness Area

Parking Space
Swimming Pool : 10 M X 5 M

Full Furnished

Surrounding
5 Mins To The Beach 
5 Mins To Itdc Nusa Dua
5 Mins To Pepito Nusa Dua
5 Mins To Benoa Water Sport
30 Mins To Ngurah Rai Airport",2BR VILLA WITH MODERN MINIMALIST OPEN SPACE CONCEPT
4,150 m²,3,1,Rp 63 Juta/tahun,1,https://www.rumah123.com/properti/bandung/hor18967276/,,Bandung,SHM,Lainnya,184 m²,Bagus,Cigadung,"Cigadung, Bandung","Disewakan Rumah Tinggal Sayap Cigadung Bandung

- Luas Tanah 184 m2
- Luas Bangunan 150 m2
- Bangunan 2 Lantai
- Kamar Tidur 3 + 1 km pembantu 
- Kamar Mandi 2 + 1 km pbantu
- Line Telepon
- Air PDAM + Sumur
- Garasi 2 Mobil (dalam) 
- Carport 1 mobil

Harga sewa 63 juta /tahun

Siap Huni/Sudah di Renovasi dan cat Ulang

ags",Rumah Adem  Sayap Cigadung Dekat Perumahan Unpad Bandung
4,565 m²,4,2,Rp 7 Miliar per tahun,3,https://www.rumah123.com/properti/bandung/hor10350141/,,Bandung,Lainnya,Lainnya,400 m²,Bagus,Bandung Kota,"Bandung Kota, Bandung","Rumah Fully Furnish 
Cck utk kantor /Rukos Butik
Bandung

Setra sari kulon 
Dekat Telkom
Terdiri 3 Lantai
Pantry Teka
Full furnish

 Kamar utama
4 km tdr tiap kamar ada Kamar Mandi Full furnish k  ,
 Ac ,3 Lt 
garasi 4
,carpot mbl  2 
Harga 7. M

Dm
Tinneke
0857 9300 1xxx",Rumah Lux Full Furnish 3 Lantai di Setra Sari Kulon Bandung Utara
3,160 m²,2,1,Rp 110 Juta/tahun,1,https://www.rumah123.com/properti/bandung/hor39209596/,,Bandung,SHM,Lainnya,180 m²,Bagus,Kota Baru Parahyangan,"Kota Baru Parahyangan, Bandung","Lt 180 lb 160 
3kt 
Listrik 3500
Ac 

110jt",Fullfurnish - Modern - 3kt - Ac - Wh
4,199 m²,3,2,Rp 200 Juta/tahun,2,https://www.rumah123.com/properti/bandung/hor39325845/,,Bandung,SHM,Lainnya,290 m²,Bagus,Kota Baru Parahyangan,"Kota Baru Parahyangan, Bandung","Disewakan Rumah 2 Lantai di KBP, Tatar Anggapati

LT : 290
LB : 199
Hadap : Selatan
KT : 4
KM : 3
SHM
Carpot : untuk 2 mobil
Garasi :  untuk 2 mobil
Listrik : 3500
Air : Artesis
sudah ada AC dan Gordyn tiap ruangan
Hrg sewa : 175 /Tahun

nanik",Sewa Rumah Mewah Murah Di Anggapati Kota Baru Parahyangan
7,350 m²,5,2,Rp 98 Juta/tahun,1,https://www.rumah123.com/properti/bandung/hor38967218/,,Bandung,SHM,Lainnya,300 m²,Bagus,Setiabudi,"Setiabudi, Bandung","Lokasi :  Setiabudi Regency
L.Tanah :  300 m²
L.Bangunan : 350 m²
Lebar Muka : 15 m
K.Tidur : 7
K.mandi : 5
Listrik : 2200 Watt x 2
Carport : 2 mobil
Hadap : -
Air : Artesis
Sertifikat : Hak Milik

Semi Furnished dilengkapi Fasilitas : Tempat Tidur, Lemari Pakaian, 1 Set Kursi Keluarga, 1 Set Meja Makan, Kulkas, Kitchen set, dipenser dan kompor
•Cocok Untuk Hunian Pribadi, kantor dan Mess Karyawan
• Lingkungan Aman dan Tenang, Kemanan 24 Jam one gate system
• Dekat dengan Obyek Wisata Lembang 
• Pusat Pendidikan SD, SMP, SMA dan Perguruan Tinggi 
• Pusat Belanja Mall PVJ, Rumah Mode, Paskal 123 dan Ciwalk 
• Akses Tol Pasteur 

Harga : 98 jt/tahun

*Agus Budiyono",Rumah Sejuk Nyaman di Setiabudi Regency Bandung
