,url,title,price_in_rp,district,city,bedrooms,bathrooms,land_size_m2,building_size_m2,certificate,electricity_power,property_condition,floor_count,description,market_price_2025,market_price_2023,rent_price_per_year_2025,NOI,cap_rate,property_value_growth,NPV
2691,https://www.rumah123.com/properti/jakarta-selatan/hos14934816/,Rumah Vintage Dikawasan Strategis Petukangan Jaksel,5000000000.0,Petukangan,Jakarta Selatan,4.0,3.0,362.0,200.0,SHM,3500.0,Butuh Renovasi,2.0,"Rumah Puloindah: (SHM)
LT 362 / LB 200
Hook, 2 tingkat, 4 kmr tidur, 1 kmr mandi luar, 2 kmr mandi dalam, 1 kmr pembantu, 1 kmr mandi pembantu, gudang atas, mushalla, teras atas, jemuran baju atas, toren atas.

Bebas banjir , aman, nyaman, selangkah ke masjid,lokasi tanah lbh tinggi dari jalan,  jalan 2 mobil lega.

Lokasi dekat JORR2 (1,2 km) langsung ke bandara SOETTA / Bogor dll , ke Gancy (3,1 km), ke PIM (3,6 km) , Bintaro Plaza (3,3 km) 
Cocok untuk rumah tinggal yang suka dekat masjid, kost2an.

Harga 5M nego (Rp 13.737.000/m2)",5.358556e+09,4.7648896e+09,2.0981395e+08,1.4686976e+08,2.9373951999999997,0.06046772,-1273950985.5441895
3768,https://www.rumah123.com/properti/jakarta-selatan/hos16989013/,"Rumah Mewah M U R A H di Komplek Elit Villa Delima, Lebak Bulus",8100000000.0,Lebak Bulus,Jakarta Selatan,4.0,4.0,500.0,600.0,SHM,16500.0,Bagus,2.0,"HOT SALE:
Rumah Bagus harga bawah pasaran Dalam Komplek Elit Jl Karang Tengah Raya, Lebak Bulus, Jakarta Selatan

Spesifikasi:
- Luas Tanah: 500 sqm
- Luas Bangunan: 600 sqm
- 2 Lantai
- SHM + IMB
- Kamar Tidur: 4 + 2
- Kamar Mandi: 4 + 1
- Listrik: 16,500 Watt
- Hadap Selatan
- One Gate System
- Security 24 Jam
- AC Semua ruangan

# Harga: 8,1 Milyard (Turun harga dari 10,5 Milyard)

More Info:

Joko
0878-8045-1xxx

Terima titip Jual, Beli dan Sewa Properti",9.421148e+09,6.0614287e+09,3.5116118e+08,2.4581283e+08,3.0347263209876543,0.24670708,20659832097.8969
2510,https://www.rumah123.com/properti/jakarta-barat/hos39189792/,"Dijual Rumah Golden Palem Uk 12,5x3,6, Jakarta Barat",1280000000.0,Cengkareng,Jakarta Barat,2.0,1.0,45.0,61.0,SHM,2200.0,Bagus,2.0,"Di Jual Rumah Golden Palem

Luas tanah : 45 m²
L. bangunan: 61 m²
Hadap: Timur
K.tidur: 2 
K.mandi: 1
Dimensi : 12.5m x 3.6m
Listrik: 2200
Air : Palyja
Harga: 1.280 M
Status : shm

Hubungi:
Christopher Tio - GP Citra
// YnGP",1.0905478e+09,8.590213e+08,4.3360612e+07,3.0352428e+07,2.3712834375,0.1267314,400803139.9239173
3844,https://www.rumah123.com/properti/tangerang/hos4625475/,rumah murah 2.lantai minimalis dicitraraya cikupa,680000000.0,Cikupa Citra Raya,Tangerang,3.0,2.0,72.0,100.0,HGB,0.0,Bagus,2.0,"Dijual Rumah di Citra Raya, Cikupa Tangerang , lokasi bagus dan sudah ramai
Lokasi sangat strategis
Lingkungan Asri dan Aman
Rumah dengan tatanan yang rapi dan Bagus
Bebas banjir
Harga menarik dan terjangkau
Dikelilingi hunian yang nyaman
Dekat dengan fasilitas
Sekolah Citra Berkat
Sekolah Tarakanita
Sekolah Islamic
Sekolah Gita Bangsa
Universitas Esa Unggul
Rumah sakit Ciputra
Wonder of World
Water World
Ciffest Citra Raya
Mc Donald
Kentucky Fried Chicken
Starbucks
Pitza Hut
Hoka Hoka Bento
Solaria
Warung Teko
Ciputra
Hypermart
Superindo
Alfamidi
Pasar modern City Market
Mall Ciputra",9.8399597e+08,9.6616083e+08,3.845254e+07,2.6916778e+07,3.958349705882353,0.009187698,-345340109.3483251
5627,https://www.rumah123.com/properti/tangerang/hos18071564/,Dijual Cepat Rumah Sudah Full Renov di Cluster Omaha Village,2500000000.0,Gading Serpong,Tangerang,3.0,3.0,80.0,125.0,SHM,0.0,Bagus,3.0,"JUAL CEPAT...

Rumah Rapi Banget Full Renov

Cluster Omaha Village Lebar 10 @illago
Gading Serpong

Lt. 80 mtr (10×8)
Lb. 125 mtr (3 lantai)
Kt 3  km 3
Badan
Surat SHM
Hadap selatan

Rumah bagus siap huni, baru selesai renovasi dan di full cat ulang, super mulus

Harga 2,5M nego

Om Surya
Wa.me/6287774581xxx
Member Of GadingPro
Gading Serpong",2.1260293e+09,2.113153e+09,7.211117e+07,5.0477816e+07,2.01911264,0.0030421019,-1417557906.6706228
1302,https://www.rumah123.com/properti/bekasi/hos39186006/,Rumah hoek siap huni dekan Mall Galaxy di Villa Galaxy Bekasi,3300000000.0,Galaxy,Bekasi,4.0,2.0,180.0,110.0,SHM,3500.0,Bagus,1.0,"Dijual rumah hoek siap huni di Villa Galaxy, Grand Galaxy Bekasi Selatan

Spesifikasi:
Luas tanah 180m2.
Luas bangunan 110m2
Bangunan 1½ lantai
4+1 kamar tidur
2+1 kamar mandi
Listrik 3.500 watt
Air Sumur Bor
SHM
Carport 2 mobil
Bangunan 2005
#JFGX 105420

Harga 3,3M (nego) 

Point Selling:
Tdk Banjir
Lingkungan Aman & Nyaman
3 mnt ke Mall GGP & RS Hermina
Dekat Tirtamas Galaxy
Dekat Pusat Kuliner

Info & Survey
Hub Jeffry
Asia One Galaxy
WA 0818•690•671",2.2058348e+09,1.7038609e+09,7.35657e+07,5.1495988e+07,1.560484484848485,0.13780916,1417456529.0243654
108,https://www.rumah123.com/properti/jakarta-barat/hos18594155/,Rumah Dijual Di Komplek Citra Garden Kalideres Cengkareng Jakarta Barat,800000000.0,Citra Garden,Jakarta Barat,2.0,2.0,60.0,60.0,SHM,1300.0,Butuh Renovasi,1.0,"Lt. 4x15. 1.5 lantai. Hitung tanah. Butuh renovasi. 
Shm. 
Dekat pusat bisnis kuliner tol. Faskes dan juga mall. 
Tidak banjir.",1.1615866e+09,5.191311e+08,3.6604016e+07,2.562281e+07,3.20285125,0.49584723,16544684272.472527
1351,https://www.rumah123.com/properti/tangerang/hos39251972/,Rumah Bagus 2 Lantai Siap Huni di Foresta BSD City Tangerang,3600000000.0,BSD,Tangerang,3.0,3.0,176.0,190.0,SHM,7700.0,Bagus,2.0,"Rumah 2 lantai di BSD, Tangerang.

Properti 2 lantai ini berada di lingkungan yang mudah dijangkau.

Spesifikasinya adalah sebagai berikut:

  - Kamar Tidur: 3+1
  - Kamar Mandi: 3+1
  - Air PAM
  - Carport 2 mobil
  - Sertifikat: SHM - Sertifikat Hak Milik
  - Daya Listrik: 7700 W
  - AC 5 Unit
  - Meja Billiard 1 Unit

Tentunya properti ini layak untuk anda dapatkan karena:

  - Bisa KPR.
  - Siap Huni.
  - Bebas Banjir.

Properti berikut telah lengkap dengan fasilitas:

  - Keamanan 24 jam.
  - One Gate System.

Lokasi rumah ini strategis, hanya selangkah menuju berbagai fasilitas utama dan menarik.

Hanya Rp. 3.6 M, anda bisa langsung dapatkan rumah eksklusif di daerah BSD ini.


etb.88019",3.5654239e+09,3.3936612e+09,1.9937171e+08,1.395602e+08,3.8766719999999997,0.024994016,-1577730765.0683773
5934,https://www.rumah123.com/properti/jakarta-barat/hos39292705/,Rumah Idaman 5 Kamar Tidur 15 Mnt ke Mandaya Royal Hospital Puri Siap KPR J22732,2210000000.0,Puri Indah,Jakarta Barat,5.0,3.0,160.0,160.0,SHM,2200.0,Bagus,2.0,"Perumahan Karang Tengah Permai
Karang Tengah - Kota Tangerang

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.
 
SHM
LT 160
LB 160
2 Lantai
5 Kamar Tidur
3 Kamar Mandi
Listrik 2200 VA
Sumber Air Tanah
Hadap Barat

Fasilitas Sekitar Hunian:
4 menit ke SMP PGRI 1 Karang Tengah

4 menit ke Sekolah Dasar Negeri Karang Tengah 9

6 menit ke Sekolah Dasar Budi Mulia Tangerang

7 menit ke SMA Budi Mulia Kota Tangerang

7 menit ke SMA NEGERI 101 Jakarta

8 menit ke Sekolah Dasar Negeri Karang Tengah 1

10 menit ke SMP YADIKA 3

10 menit ke SMA Yadika 3 Ciledug

8 menit ke Pasar Saraswati

9 menit ke CBD Ciledug Family Mall

25 menit ke Puri Indah Mall

6 menit ke Hermina Hospital Ciledug

7 menit ke RS. Sari Asih Ciledug

8 menit ke RS Medika Lestari

9 menit ke Puskesmas Kelurahan Meruya Selatan II

9 menit ke Puskesmas Pembantu Joglo I

10 menit ke Terminal Bus Ciledug

15 menit ke Gerbang Tol Karang Tengah

25 menit ke Stasiun Rawa Buaya

30 menit ke Stasiun Pondok Ranji

35 menit ke Stasiun Kali Deres

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",2.4977846e+09,2.7479089e+09,1.05491016e+08,7.384371e+07,3.34134443438914,-0.04659742,-1551287138.208706
2715,https://www.rumah123.com/properti/jakarta-barat/hos39318401/,Rumah 3 Lantai Full Furnished Citra 8 Siap Huni,4650000000.0,Citra Garden,Jakarta Barat,5.0,4.0,120.0,200.0,SHM,11000.0,Bagus,3.0,"Rumah 3 lantai di Citra Garden, Jakarta Barat.

Dijual rumah di wilayah yang tenang dengan pemandangan Lokasi Pinggiran Kota. Properti 3 lantai bergaya minimalist modern ini berada di lingkungan strategis.

Kategorinya adalah sebagai berikut:

  - Kamar Tidur: 5
  - Kamar Mandi: 4
  - Sertifikat: SHM - Sertifikat Hak Milik
  - Daya Listrik: 11000 W
  - Hadap: Selatan
  - Kondisi Perabotan: Furnished

Tentunya properti ini layak untuk dimiliki karena:

  - Bisa KPR.
  - Bebas Banjir.
  - Siap Huni.
  - Dekat Akses Bandara.
  - Dekat Pusat Perbelanjaan.
  - Dekat Sekolah Internasional.
  - Dekat Fasilitas Kesehatan.
  - Dekat Tempat Ibadah.
  - Lokasi Pinggiran Kota.
  - Adem & Sejuk.
  - Lingkungan Tenang dan Damai.
  - Aset Kepemilikan Pribadi (Tangan Pertama).
  - Properti Bisa Nego.
  - Akses Jalan Muat 2 Mobil.
  - Lokasi Strategis.
  - Lokasi Bebas Banjir.
  - One Gate System.
  - Bisa KPR.
  - Properti Mewah.

Properti berikut telah lengkap dengan fasilitas:

  - Wastafel.
  - Kitchen Set.
  - Mesin Cuci.
  - Kulkas.
  - Kompor.
  - Pemanas Air.
  - Keamanan 24 jam.
  - Akses Parkir.
  - Kolam Renang.
  - One Gate System.
  - Tempat Laundry.
  - Taman.
  - CCTV.
  - Tempat Jemuran.
  - Tempat Jemuran.
  - Tempat Gym.

Keberadaan rumah berikut strategis, hanya selangkah menuju berbagai fasilitas utama dan menarik.

Hanya Rp. 4.650.000.xxx, anda bisa langsung dapatkan rumah istimewa di daerah Citra Garden ini.
CP:O817832xxx/O81905622xxx ricky/lian",3.8350548e+09,3.3861868e+09,1.4906754e+08,1.0434727e+08,2.2440273548387095,0.06421733,-1125676784.7670689
3977,https://www.rumah123.com/properti/tangerang/hos9923774/,"Rumah Bagus di Avany Anantha BSD City Tangerang, Tangerang",3500000000.0,BSD City,Tangerang,3.0,3.0,180.0,125.0,Lainnya,2200.0,Bagus,2.0,"Dijual Rumah Avany Anantha BSD City Tangerang

Lt/lb:180/125 
3+1kt , 3+1km
Unfurnished, 
2 lantai, 
carport 2 mobil, 
masih ada lahan di belakang untuk renovasi tumbuh
Lokasi nyaman, lingkungan bergaya resort, terdekat ke kampus Atmajaya dan pasar Intermoda dan Stasiun Cisauk, dan tol gate Intermoda

Harga : 3.5M nego

Regards,
Ruben Gunadi
Senior Sales Consultant
Harcourts Alam Sutera
081310230xxx ; rubengunadi@gmail.com",2.823669e+09,2.7999483e+09,1.1027123e+08,7.7189864e+07,2.2054246857142856,0.004227042,-1956581801.4033334
5012,https://www.rumah123.com/properti/jakarta-timur/hos39267075/,Murah!jual Rumah Furnish.di.cluster.eropa.sedayu,2800000000.0,Cakung,Jakarta Timur,3.0,3.0,75.0,180.0,HGB,0.0,Bagus,1.0,Mutsh rumah di clusyer eropa sedayu,2.1736422e+09,1.71528e+09,7.100565e+07,4.970395e+07,1.775141142857143,0.12571001,815234417.1975822
931,https://www.rumah123.com/properti/jakarta-selatan/hos17865787/,Rumah di Dalam Komplek Pancoran Indah Ligamas Harga Njop,3850000000.0,Pancoran,Jakarta Selatan,1.0,1.0,197.0,100.0,HGB,2200.0,Butuh Renovasi,1.0,"Rumah di dalam komplek pancoran indah ligamas 
harga njop

pancoran indah 
komp ligamas 
Rumah hitung tanah

Luas Tanah :  197m²
Lebar depan 12,7 m
Panjang 19 m
Luas bangunan :  100m²
Lantai : 1
Sertifikat : shgb 2026
Listrik : 2200
Air : sumur",3.888344e+09,2.068486e+09,9.198949e+07,6.439264e+07,1.672536103896104,0.3710587,31104655245.058395
336,https://www.rumah123.com/properti/tangerang/hos39423141/,Jual Cepat Rumah Di Perum 1 Cibodas Karawaci,630000000.0,Karawaci,Tangerang,2.0,1.0,90.0,94.0,SHM,2200.0,Bagus,2.0,"Jual rumah perum 1 cibodas karawaci 
✅️ LT 90 m²
✅️ LB 94 m²
✅️ Lantai 1 seluas 76 m²
✅️ Lantai 2 seluas 18 m² (area menjemur )
✅️ Listri 2200 watt
✅️ Air jetpump
✅️ PGN 
✅️ Kamar tidur 2
✅️ Kamar mandi 1
✅️ Ruang tamu,ruang keluarga ,ruang makan,ruang dapur

Akses lokasi : 
• Depan taman cemara karang 
• Dekat ke jalan pasar malabar 
• 10 menit ke supermall karawaci
• 10 menit ke RS siloam 
•7 menit ke Rs Qadar
• 5 menit ke pintu toll
• dekat ke sekolah negeri dan swasta",1.3913618e+09,1.2693624e+09,4.342964e+07,3.0400748e+07,4.825515555555556,0.046953082,-192170911.31707305
5814,https://www.rumah123.com/properti/tangerang/hos16769887/,Brand New Dijual Rumah Cantik Modern Di Kencana Loka Bsd,2600000000.0,BSD Kencana Loka,Tangerang,4.0,3.0,112.0,150.0,Lainnya,0.0,Baru,2.0,"Coming soon!!
Brand New House for sale @ Cluster Sevilla  Kencana Loka
BSD City

Luas tanah 112m2
Luas banguan 150m2
Kamar tidur 4+1
Kamar mandi 3+1

• Cluster dengan one gate system keamanan 24 jam
• Carport 2 mobil
• Ada taman kering didalam rumah
• Bonus kitchen set lengkap dengan zink, kompor tanam dan cooker hood

Sertifikat : PPJB siap AJB
Harga : 2, 6 M nego


Hub TITA/LENNY
ERA FIESTA BSD
0811993xxx",3.7471877e+09,2.5492603e+09,7.949677e+07,5.5647736e+07,2.140297538461539,0.21239924,4376606061.483715
5050,https://www.rumah123.com/properti/jakarta-barat/hos14889263/,Rumah Desain Mewah di Taman Villa Meruya Area Jakarta Barat,2850000000.0,Meruya,Jakarta Barat,4.0,5.0,125.0,168.0,SHM,3500.0,Baru,2.0,"Dijual Rumah
Taman villa Meruya 
Area Jakarta Barat 
Luas tanah 5x25(125 m ) 
Lb +/- 168 m 
3 kamar tidur + 1 
4 kamar mandi +1 
3500 watt 
Harga 2.98M",2.998262e+09,2.906198e+09,1.1430473e+08,8.001331e+07,2.8074846315789475,0.015715837,-1424927625.1534
6288,https://www.rumah123.com/properti/jakarta-barat/hos19502452/,Rumah Tua Hitung Tanah Di Intercon Kebon Jeruk Jakarta Barat,3100000000.0,Kebon Jeruk,Jakarta Barat,2.0,2.0,117.0,100.0,SHM,0.0,Renovasi Total,1.0,"Lokasi di blok depan
Dekat skolah Bukit Sion
Bebas banjir",1.9531173e+09,1.4436009e+09,8.969024e+07,6.278317e+07,2.0252634838709676,0.16316307,2428542694.0971537
3785,https://www.rumah123.com/properti/tangerang/hos14339457/,Dijual Grand Poris 2 Lantai Hook Depan Taman Siap Huni 6 X 15,1540000000.0,Poris,Tangerang,4.0,2.0,92.0,184.0,SHM,3500.0,Bagus,2.0,"Dijual rumah tinggal Cluster di Poris, Cipondoh Indah

LT: 92m2 (6x15) Hook
LB: 184m2
KT: 4+1
KM: 2+1
Dapur: 1
Lantai: 2 
PLN: 3500 Kwh
Air: PAM
Hadap: Barat
SHM
Unfurnished
Keamanan 24 jam

Parkir tamu luas karena depan taman bagus yang terawat
Pintu Tol Bandara-Serpong 4km
Stasiun KA Poris 1km
Pasar Poris Modern 600m
Sport Center 700m
Fresh Market Green Lake 3km
Internet Wifi  kencang 100Mbps
Jalan Daan Mogot KM 19, Cipondoh Indah, Tangerang",1.7566569e+09,1.6262883e+09,6.1381504e+07,4.2967052e+07,2.790068311688312,0.039309025,-591310260.396581
937,https://www.rumah123.com/properti/jakarta-utara/hos4785114/,"Dijual Cepat Rumah Bagus Minimalis Jalan 3 Mobil di Gading Residence , Bisa Nego",4600000000.0,Kelapa Gading,Jakarta Utara,3.0,2.0,144.0,144.0,SHM,4400.0,Bagus,2.0,"Dijual Cepat !! Rumah Bagus Minimalis Jalan 3 Mobil di Gading Residence , Bisa Nego , Bisa dibantu KPR sampai goall

LT: 8 x 18 (144 m2)
2 lantai
KT 3+1
KM 2+1
PLN 4400 watt
Tlp 1
AC 3 unit
Minimalis 
Lemari nempel dan Kitchen Set
Jalan 3 Mobil
SHM
Hadap Barat",3.153493e+09,3.6084224e+09,9.0106904e+07,6.307483e+07,1.371192,-0.065160096,-3584894643.632163
5703,https://www.rumah123.com/properti/jakarta-timur/hos14787444/,Rumah Lama Harga Dibawah Njop,5500000000.0,Pulomas,Jakarta Timur,3.0,3.0,440.0,200.0,SHM,3300.0,Baru,1.0,"Dijual rumah lama dibawah NJOP lokasi premium di pulo mas 
luas tanah 440 m² 
luas bangunan 200 m²
kondisi bangunan masih layak tinggal renov cat dan pembersihan

cocok untuk tempat tinggal karena harga miring dan untuk investasi
harga jual 5.5 Milyar jika minat silahkan cek lokasi dan penawaran 


Lokasi startegis 
Dekat ke Pacuan kuda 
Dekat ke Apartemen pasadena 
Dekat LRT Equestrian 
Area komplek one gate sistm
Dekat ke jl Ahmad yani toll dalam kota 
Dekat sekolah negeri dan swasta 

Terima titip Jual Property
Info lanjut survey hubungi kontak dibawah ini",5.866137e+09,3.9020145e+09,1.4356509e+08,1.0049556e+08,1.8271920000000001,0.2261163,10960583206.84152
1580,https://www.rumah123.com/properti/jakarta-timur/hos14930412/,Rumah Luas Lebar 10 Baru Bagus Di Mahakam Jakarta Garden City (jgc),4400000000.0,Cakung,Jakarta Timur,5.0,4.0,170.0,135.0,Lainnya,2200.0,Bagus,2.0,"Dijual cepat rumah luas lebar 10 lokasi bagus belum pernah dihuni
============================
Cluster : Mahakam
Luas Tanah : 170m2 (10x17) 
Luas Bangunan : 135m2
Kamar Tidur : 4+1
Kamar Mandi : 3+1
Sertifikat : PPJB
Kondisi : baru belum pernah dihuni, standard, lokasi strategis
Harga :  4,4m (nego)
============================

Selling Point:
- Lokasi strategis dekat dengan Pasar Modern, Sekolah, SPBU, Pusat Kuliner, Pasar Tradisional, Mal, Bank,dll
- Dekat dengan fasilitas transportasi umum seperti: Transjakarta dan KRL Stasiun Cakung
- Keamanan 24 Jam

More info & janji survey hub :
LUCIA ESTER
0812-9797-8xxx
ERA MATRIX",2.5294267e+09,2.5370657e+09,8.804376e+07,6.163063e+07,1.4006961818181818,-0.0015066266,-2620504909.2581644
2486,https://www.rumah123.com/properti/tangerang/hos39414458/,UNIT LANGKA ANANTHA - AVANI BSD Lt 144 lb 99,2400000000.0,BSD Avani,Tangerang,3.0,3.0,144.0,99.0,SHM,2200.0,Bagus,2.0,"WTS UNIT LANGKA

 ANANTHA - AVANI BSD
Lt 144 lb 99
Kt/km 3+1/3+1
SHM, utara, 2200w
AC 1, kanopi alderon depan belakang
Rapi siap huni, no bocor, no retak

2.5M nego  jadi
 2.4M nego 


Hubungi 
Temmy Florina
GP Alsut

//cth",1.9980732e+09,1.876404e+09,7.351983e+07,5.146388e+07,2.144328333333333,0.03191173,-1042601259.3676279
387,https://www.rumah123.com/properti/jakarta-utara/hos19364623/,Rumah Muara Karang Brand New Minimalis Dekat Taman,5500000000.0,Muara Karang,Jakarta Utara,4.0,4.0,120.0,280.0,SHM,0.0,Bagus,4.0,"DIJUAL!

Rumah Muara Karang :
Luas Tanah : 8x15m (120m)
Luas Bangunan : +-280m
Lantai : 3.5
Kamar Tidur : 4+1
Kamar Mandi : 4+1
Sertifikat : SHM
Selling Point :
- Brand New
- Minimalis
- Lokasi Bagus Dekat Taman

Harga : 5.5M Nego

Anton Seung
0818-677-xxx

Thomas Gunawan
0812-8377-0xxx
CORE",5.199965e+09,4.815432e+09,1.2637138e+08,8.845996e+07,1.608362909090909,0.03916037,-2230689983.5056863
4845,https://www.rumah123.com/properti/jakarta-utara/hos39098187/,"Turun Harga, Jual Cepat Rumah Rapih Siap Huni Di Gading Grande, Nego",3500000000.0,Kelapa Gading,Jakarta Utara,3.0,3.0,90.0,1.0,SHM,11000.0,Bagus,3.0,"Turun Harga, Jual Cepat Rumah Rapih Siap Huni Di Gading Grande, Nego Sampai Deall!!

LT : 6x15m2
Lantai : 3
KT : 3+2
KM : 3+1
Gudang : 1
1100 Watt
Master BedRoom + Balkon Luas
Hadap Selatan",3.0818412e+09,1.6431596e+09,1.3047115e+08,9.132981e+07,2.6094230857142855,0.36951017,27978757040.541508
3375,https://www.rumah123.com/properti/jakarta-utara/hos19533472/,Termurah Rumah PIK 2 Full Interior Lokasi Strategis,2650000000.0,Pantai Indah Kapuk 2,Jakarta Utara,3.0,3.0,75.0,138.0,Lainnya,0.0,Sudah Renovasi,2.0,"RUMAH PIK 2
LT 75
KT 3+1
KM 3+1

VINCENT TAN GTR

(MY 0133)",3.0371766e+09,2.6058644e+09,9.231307e+07,6.4619148e+07,2.4384584150943396,0.07959056,-338845480.46837044
3163,https://www.rumah123.com/properti/depok/hos19114001/,Rumah Modern Dekat Stasiun Kereta Api Depok,400000000.0,Cipayung,Depok,2.0,1.0,72.0,36.0,SHM,2200.0,Bagus,1.0,"Rumah Minimalis Modern Dekat Stasiun Kereta Api di Citayam Depok

Harga Termasuk :
~BPHTB/pajak pembeli
~Notaris, AJB & BBN
~Biaya KPR
~Kitchen set
~Internet 12 bulan
~Mesin air terpasang
~Lampu2 terpasang

Keunggulan/Nilai Tambah:
~Cluster one gate system
~Pos Keamanan
~Jalan cluster lebar 7 meter
~Outdoor activities area (lap. olahraga)
~Community garden (taman bermain)
~Akses 2 mobil lega sampai ke lokasi
~Bebas banjir
~Udara sejuk & air tanah bagus
~Suasana asri & lingkungan tenang
~Jauh dari sutet, kuburan & sungai
~Dekat minimarket & pasar tradisional
~Dekat sarana kesehatan & pendidikan
~Perbatasan Depok & Bogor

Akses Dari/Ke Lokasi:
~Jalan kaki ke Masjid & Minimarket terdekat
~8 menit ke Taman Wisata Pondok Zidane
~10 menit ke Stasiun KA Citayam
~10 menit ke Pasar Citayam & RS Citama
~20 menit ke Tol Kayumanis (BORR)
~30 menit ke Tol Sawangan (Desari)

Untuk survey hubungi segera:
Amanah Aja Property
HP/WA: +62 878-8572-9xxx",5.0470467e+08,5.489469e+08,3.1224148e+07,2.1856904e+07,5.464226,-0.041143775,-260210952.1978322
2268,https://www.rumah123.com/properti/jakarta-timur/hos16467707/,Dijual Rumah Taman Modern Unit Standart Butuh Renov 2 Lantai,4500000000.0,Cakung,Jakarta Timur,7.0,4.0,356.0,410.0,SHM,0.0,Butuh Renovasi,2.0,"DIJUAL RUMAH TAMAN MODERN CAKUNG UNIT STANDART BUTUH RENOV 2 LANTAI
SURAT : SHM
LT : 356
LB : 410
KT : 6+1
KM : 3+1
Listrik : 7700
PAM, CARPORT, SEMIFURNISH, BUTUH RENOV, CARPORT 2, GARASI 2, HADAP BARAT&UTARA, HOOEK, KEAMANAN
HARGA JUAL : 4,5M  NEGO",6.000085e+09,4.7524454e+09,1.7224459e+08,1.2057122e+08,2.6793603555555556,0.1236217,1277523202.8018913
3211,https://www.rumah123.com/properti/jakarta-utara/hos39119158/,Dijual Rumah Kost Kelapa Gading 3 Lantai.16 Kamar Tidur,3700000000.0,Kelapa Gading,Jakarta Utara,16.0,6.0,102.0,200.0,SHM,0.0,Bagus,3.0,"Cocok untuk investasi!!

kamat hampir selalu terisi full!
dekat jalan raya
dekat MKG
*DIJUAL RUMAH KOS KELAPA GADING* 

6 x 17
16 kamar tidur  juta. 
3 lantai 
Sudah terisi 90% 
(Sudah running) 

Carport 2
Bangunan baru
;Row jalan 2,5 mobil
Tidak tusuk sate
Tidak nomor 4 atau 13
Hadap selatan
Berada di belakang boulevard kelapa gading jakarta utara.
*Harga : 3,7M nego*",3.3649595e+09,2.6452454e+09,8.889828e+07,6.2228796e+07,1.6818593513513513,0.12786448,1161189236.4697971
724,https://www.rumah123.com/properti/jakarta-barat/hos19059781/,Rumah Dijual 3 Lantai Green Garden Lt 144m2 Security 24 Jam,4700000000.0,Green garden,Jakarta Barat,3.0,4.0,144.0,315.0,SHM,7700.0,Bagus,3.0,"Rumah Dijual 3 Lantai - Komplek Perumahan Yang Aman dan Nyaman
Hadap Taman - Akses Jalanan Yang Lebar
Keamanan Terjamin 24 Jam Security
Perkiran Luas Melimpah - Ceiling Rumah Tinggi
Rumah di Green Garden Kedoya, Jakarta Barat

Luas tanah 144m2 (8x18m)
Luas bangunan 315m2
Bangunan 3 Lantai
Kamar tidur 3+2
Kamar mandi 4+1
Air pam
Listrik 7700 watt
Carport 1
Garasi 1
IMB + PBB ada
Bangunan tahun 2017
SHM
Hadap barat laut

Info lengkap dan survei hubungi:
Mega 0815 1111 0xxx

Update informasi dan properti lainnya cek:
Website: www.interpro.id
Instagram: @interpro.greenville / @interproid",4.824396e+09,4.1504177e+09,1.4411763e+08,1.00882344e+08,2.1464328510638295,0.078140974,-677146461.5619631
